5WjGgGJUdBtJKNfVKk19dt,2.65E+00,3.78E+00
179mz4Lm2rsntThOKonSe2,3.54E+00,2.84E+00
4ONKV3MuxpulRzCOi4J5nl,3.98E+00,2.69E+00
5MgDQhVRNrO3gTyo19DJs3,3.16E+00,2.58E+00
7dTjrfJSFt7Vhlg9G9qYJD,2.11E+00,3.84E+00
14igFw8xv3NwGIrDmIBmJW,3.45E+00,2.94E+00
0MLOnPkfzV1CDF3NOaYM12,2.76E+00,3.37E+00
5gYqQqqysTNjLCWPJLyP3x,3.63E+00,3.53E+00
5mI52QLlZ0tENKoYbO5Iir,2.87E+00,1.94E+00
5LWveGGqGiM98TRt0MtluR,2.48E+00,4.04E+00
0CrDxp6R4XLvDjHuUM3ERS,2.78E+00,3.52E+00
6IKUkWpDQEq1gfTiJ7WuI0,3.40E+00,2.98E+00
0H6BFEIX31qt4RTnyFHU6N,3.88E+00,3.10E+00
0fM6U8qp4cWv5N8Z9bYymL,3.54E+00,2.96E+00
5od9xO5aUrMDDS9FT9U4X6,3.50E+00,3.24E+00
3MrQ9oFAkxncVipPFEvtBs,3.52E+00,3.37E+00
56zHidJUNPbECaafNzuREL,1.71E+00,4.31E+00
14BwD8RhMgq6fba2eIjVnw,3.59E+00,1.82E+00
18CslL0K0tQK2huDbm1cAc,2.81E+00,3.81E+00
2yXmmfIAqn5zEJqIJlu2FA,3.15E+00,3.25E+00
6ZNDxV5hpbVXp8vWzNpWvx,2.76E+00,4.01E+00
2rZj3sril5k3R2m43SVTgc,3.24E+00,3.92E+00
6BODM6KNjnEXQMq92Yr0a7,2.69E+00,3.60E+00
0e2ORIeO8DHhEbDMa6fEbb,2.73E+00,4.10E+00
5vRXLKiD8ql2B4mPdGDPAa,1.54E+00,4.25E+00
6thcYkfJsrEfUGOnI343MW,2.98E+00,3.34E+00
1YkE2fOCVZwy2TghDQDpNO,3.26E+00,3.45E+00
2aL4G0PdfWgNjdzIQQxnu9,1.49E+00,4.24E+00
7ppBQRKK2cIxfgEuIwmEpo,3.11E+00,3.84E+00
6XLh9yBr6Dxif6s6dkyNyi,3.74E+00,2.31E+00
1oN0o0h1YRyzCZHpspvnYZ,2.19E+00,3.67E+00
1qFOui9I6YOM5nPzmB88V0,2.37E+00,3.68E+00
3rGQd8saamVqvsYmfTc1sL,3.33E+00,2.85E+00
5YahO7aySL2lyj6DW2tS9q,2.64E+00,3.51E+00
7fhib9j5QmiG4QyYvuRBIN,2.40E+00,4.40E+00
7IW1alzdpUVd6Af6wf5HZB,3.16E+00,2.81E+00
3DyouWji2CuXBLqf0NGOb7,2.66E+00,3.68E+00
1SSl0W9w6qnWDn3RuS8iWs,3.24E+00,4.04E+00
4VADb1z5F1SsQiblGXLbWL,2.60E+00,4.29E+00
4SrvdIjKEe75NRQsfVP9Sq,2.61E+00,2.28E+00
018NQAD8rVJXfNpBGj5t16,2.84E+00,3.62E+00
1Gw1rlMOgW8OBKJ1U9EuvC,2.70E+00,3.75E+00
5ZevdNHIZ6GEw9gTOaZUru,2.22E+00,3.36E+00
7FqFc5clkoJVPaGUMGZr0w,2.89E+00,3.97E+00
3uBjB2pO295b5ZWJ8t5Ly3,1.90E+00,9.22E-01
4c7wUqMW71Z5aUGkRKSiIE,3.27E+00,3.96E+00
7bIwHt3i3KYtHwiuAOrGZW,2.12E+00,3.86E+00
3FZHuvLcz8p7ndKGcetpgY,2.82E+00,2.62E+00
4vvnWNi1avdlfcKJz7RBkv,3.13E+00,3.28E+00
6pbUvNaN9qcUJZt1OvFjNz,2.70E+00,3.83E+00
1ZLztY0CeoL0protQz8FZ5,2.48E+00,4.00E+00
5foAbHibeExAGraqEoYXL0,3.22E+00,2.76E+00
3AWtmctF0ItvrRZNkWdqEi,2.89E+00,3.81E+00
7IjdyWHCy3JKDDvdKHEm2J,2.70E+00,3.79E+00
6aPeW3WLGygtBQQ00yKM69,2.63E+00,3.76E+00
3aR9BC1WKD2D7m7s7A29Ip,3.43E+00,3.30E+00
1kJprj4EaWuNvbChnW75e2,2.80E+00,4.03E+00
6CwNiqDV5NX84mEsu4XeSy,2.87E+00,3.61E+00
3Ij96o031A1yFuuE6ipIMk,2.70E+00,3.75E+00
37lL2aWYrHqxNkGiWemkS5,3.36E+00,3.42E+00
3vPkkIsaQ5NqOqvj7Ht8kR,3.37E+00,3.14E+00
4UWnxIBEJ1XVLDQIKJHwES,3.07E+00,1.82E+00
4LFk87QbSB7qvJih1uoDTu,1.84E+00,3.50E+00
6fcOrzvVehSxprrFq62KUF,3.11E+00,2.82E+00
1SYFFo2zJp3XE5wjvuuOkd,2.88E+00,4.06E+00
58nHFSWj5N5JxNtWgS85TL,2.59E+00,4.12E+00
2ydcXC2w5rmSjc3kWPpg2M,3.44E+00,1.46E+00
1rJdwQYHRaKyITIxCc1Mac,3.48E+00,2.79E+00
0CZR8yshPIm6TY3Es8RTsb,1.61E+00,4.04E+00
2uwLZYGhTy9tE1keREi6rj,2.96E+00,3.53E+00
2MVKxHIuhGij7fpPNKSxQx,3.48E+00,1.81E+00
2tDs2wcObXVPDj7ETLqXh2,3.27E+00,3.13E+00
4oDhzQh98J84B3XxQt0YLz,2.60E+00,3.32E+00
7AquIvVrte9ufTiIiNFyGi,3.51E+00,3.46E+00
58ddWATnuQlugRtWMslh47,3.63E+00,3.53E+00
2Db1U1mIZatr8rWC8YIP5W,3.13E+00,3.22E+00
3P67h5EYj7fx0X34FGqQkV,3.35E+00,2.93E+00
4D0C68CYWDAPCp1IBS5cw4,3.05E+00,3.77E+00
5t8y06ObtIBg9hvYjuTcEG,2.82E+00,5.90E-01
3xmQHrulKDq4OWnb9sYOZp,3.10E+00,3.19E+00
4WFVX3E568hdAixIj3U222,2.62E+00,3.58E+00
6whWHA9uTthbfnEs1vWssm,3.80E+00,1.07E+00
6a4xHfVQb8FMyAJTss4gYm,3.37E+00,2.74E+00
1MGlNzFbF6uYQdjaDqtEND,2.51E+00,4.30E+00
5Ba7zNYhGobRxe2SeWVq4R,3.37E+00,2.52E+00
5Znx4kf9wa7YF2neDRC9nJ,3.36E+00,3.33E+00
4zmXNJmpfgdYR2AnK0Jked,3.67E+00,3.34E+00
5PSo3MUjJUASxgYGqPIMAz,2.77E+00,3.26E+00
5OZjlpVk9l3MG2H3FyxlyT,2.45E+00,3.34E+00
2aBf63VrlU4lO0hFq4MoOi,2.81E+00,4.11E+00
08yhFoGTjOQ4UVkqkDCkj0,2.63E+00,3.95E+00
3j6kh13Ds8d8wvgvQz1g0g,2.82E+00,3.71E+00
57uhlfkuvT2KjROqfg2YjR,3.10E+00,3.56E+00
7kAfzwj9yrLCcyNPqW6yI3,2.90E+00,2.17E+00
2bgM6y7uBIK0PHarfAOePL,3.25E+00,1.74E+00
3Onu83UUEJ1ZUPpTwpJdzi,3.05E+00,3.29E+00
0NnDalzxwSTVe1zCAsTLKW,3.30E+00,3.88E+00
5jRP1M1h9cx4O1thbg2HmZ,2.12E+00,3.72E+00
3v5UvHvrwKVasPoXKCvujB,3.56E+00,1.65E+00
59oxCNQ1hZH3kpqZBgTdIX,2.13E+00,4.06E+00
49xvhVwxp3XvBHbnxqpZso,3.34E+00,3.47E+00
6LI8nlGCj4sbzGaewMtzZv,2.70E+00,3.76E+00
5zcVIJqpxQpn4vbT0KEuf0,3.37E+00,2.18E+00
1k9zdN8Cc86adanLGxfLlk,2.41E+00,3.49E+00
3ybVUi8Th7kYxDg4bODAeq,2.88E+00,2.58E+00
0pM73W61wXvtj3f29XdXun,2.90E+00,3.27E+00
2Ru1M6eKAvM79U2MLRtGty,2.31E+00,4.40E+00
6q9KohrGDvoxv2bJYhwIJU,2.97E+00,3.54E+00
0pKDu0GnxTkz8Z6gjlWiYK,2.60E+00,3.98E+00
0HLnEdUxcfFvPSls5bT4UP,3.79E+00,2.76E+00
0bN9i9tg5g81CRqSkfO3W3,2.69E+00,3.92E+00
28Ewiil731FA72Gcjo1MpD,3.08E+00,3.63E+00
1PWS6Q5mDzPOoUqMxjp40U,3.26E+00,2.66E+00
4yuqT17FkSunJlTUEAY8Zh,3.54E+00,3.41E+00
1L01XwseIDJ0JaqCeaPFDQ,3.26E+00,2.83E+00
2DecInuoC73mCV4LjVw3V7,3.46E+00,1.80E+00
1at5rZK1OkkZeO0nQKdyDO,2.91E+00,4.01E+00
1Ps4olEgCls7CTabQA4v8P,2.02E+00,1.36E+00
2rxzcMVIE287JqqAVDRqko,3.64E+00,1.01E+00
1TCFiUzWiK8z5P09ygFuCc,3.75E+00,2.04E+00
73q0wd3MhS949u2ofDRPf7,3.43E+00,2.92E+00
6ph9vrXInMrpUgjifJSoV5,3.16E+00,2.66E+00
5vXteOFJqQ4gTnJRjBnKBQ,2.99E+00,2.07E+00
7C22GTZbeDQ3cudcHlyCAr,3.23E+00,3.81E+00
38ESCkP3kEdRJah2Dq8yBK,2.96E+00,3.48E+00
0uvtQH7nnVqRAmI5jhqqW2,3.52E+00,2.17E+00
6TnJCFhA6yQo9RTpc9RLzp,2.97E+00,3.57E+00
0zL2kD4M5EX1dmCz2crbLz,2.48E+00,3.97E+00
5ZOKE8qRUbpmfLFkDISPTC,3.06E+00,3.08E+00
5KFf0D8pLy4mzIlaJeV57P,2.58E+00,3.56E+00
1K9rRi6GB2ye2j0jDFPnEQ,3.66E+00,2.60E+00
19YREwcPh7Oh279dEUsQfH,2.74E+00,3.95E+00
3e6BAvKx7HYF7WEhJHkaOC,3.13E+00,2.85E+00
5g5NDt8W7AsWXc9JKK8tkn,2.86E+00,2.38E+00
66mZrXkTmfmebXWEY9omdQ,1.88E+00,4.24E+00
1Ewxbiiut1u1X7BCod78nq,3.27E+00,3.53E+00
1Mjo7jAJGeGufdO3ILQpbZ,2.52E+00,2.85E+00
4N9s2AKpEKkKNJtcKELnhd,3.43E+00,2.01E+00
3mbijIfF2ajv0pzuStDitY,2.53E+00,3.93E+00
3k7DnBuHKdbne5rGzxvTZt,1.90E+00,4.50E+00
77hmfmN3X28amitWKYhFbm,3.26E+00,3.32E+00
0MVWrFj8x4enhOg2uyDQ2v,2.00E+00,3.96E+00
4vpaz6338VqJIeJHq6z2mU,3.11E+00,9.51E-01
6lB7MEo0HjIGYRNTHh0dLk,3.36E+00,2.23E+00
2xnxaEQiLsOwD5nW4il3do,3.22E+00,3.21E+00
4WXKXd5iv75upxjNlsDEax,3.15E+00,2.59E+00
6JGIRAAdCST14zOtindJvk,3.38E+00,2.23E+00
4G9SY3OMwtbag9gwJQiMQx,3.32E+00,3.10E+00
0BaG6IdCBdCpJhNSN6s4nt,2.67E+00,3.57E+00
5h2ICdKBswJSk2zlV0pNQK,2.38E+00,3.97E+00
1T3mx7QHpOvl5RYTpkIH7R,3.61E+00,3.82E+00
2cBvRspg8ifSBEfqJ93gCf,3.19E+00,2.33E+00
4GsfgBAcYLjJ29ikDkdUZ6,2.21E+00,3.94E+00
2m76lpNGzl8A2i20QZrQpP,2.59E+00,3.30E+00
3T8ObEDXJV1IBOZh7kYPqJ,2.48E+00,4.15E+00
01sJDxo6tFFXCTKyyJHPcF,3.25E+00,2.28E+00
3cjaPgsQn6KQSYibN8HaMV,2.06E+00,4.09E+00
017JvVIK6cxC9xptgxX3on,2.95E+00,4.16E+00
0d3lZCdpNpVP9SbvJ5sbgu,2.70E+00,2.38E+00
5ZrDWSNZ1AH71A3A9l0cQE,3.03E+00,3.27E+00
3fc3BXawImBAHJWEqdvhyV,3.25E+00,3.69E+00
2Pr1nZpt8A8WP7QYpyq6L3,3.18E+00,2.18E+00
4yRGc63WHB2khKXnbuJGyP,2.81E+00,2.35E+00
326PNDBaM8pPS6XiwiX49p,2.19E+00,4.33E+00
5pQjHhNoEqbN8AoQQ3L1Qw,2.86E+00,3.92E+00
1DLNBI083ay0BO9UqRSqFm,3.13E+00,2.40E+00
5vKCuW3MAw4Zu8qgnLuoGt,3.51E+00,2.26E+00
577upAw9ANimKhjDe5S1rq,2.85E+00,4.16E+00
3K3bTdVHfwkGfI2by24O91,3.31E+00,2.66E+00
0ZQ5eTrvCDNNTESOwrfFsc,2.64E+00,3.77E+00
2LYVF812BeaKNeaZjlRAZT,2.69E+00,3.81E+00
72GR7TS7HO4sMn0Jp0eQv1,2.69E+00,2.01E+00
4KAnmZgICiKfEgZesMm060,2.56E+00,2.89E+00
59kzKMpVzVCRcQyZzyZedn,3.12E+00,3.95E+00
1F1sAWPAiDZWOQ7j4LNbhN,1.94E+00,4.05E+00
4NmYkFVvS1RZmX3I2UTT2k,3.12E+00,3.68E+00
17M0GWFCVXxa2JBXCRxzRu,2.74E+00,3.58E+00
33bluPLJZ2DMKvullgh39n,2.68E+00,3.74E+00
4AcvBOBq2sAsoCesiWeVr4,3.05E+00,3.01E+00
2vQNCsZhsJ4RtQEFUMUguw,2.19E+00,3.93E+00
1B8mX8abdTDaNTskwLUf1z,3.63E+00,1.50E+00
2LgawNeQnT4KIurehjwW1N,3.21E+00,3.41E+00
5ZkLyvsCuG39ZunOnXzNzl,2.95E+00,2.72E+00
6kVPM4MY5OeWtmPCIxW6vQ,1.95E+00,3.41E+00
0PAQXL0iJg5ulxwfTNkftr,2.97E+00,2.23E+00
6ckxbozspt9DzZObehjWf5,2.68E+00,3.87E+00
6CwPlL6ziEY1fYRGpxnjiJ,3.27E+00,2.97E+00
0Nxa3Porl1uDpEFvWRFOGK,2.52E+00,3.50E+00
6iTOovpABABzF53FW2rB7j,3.25E+00,3.57E+00
3sfpA2H8xTUoKkApv2jxTK,2.05E+00,3.35E+00
6QrAEgJVpQdc95UeB9uUu3,2.13E+00,3.52E+00
6lHinLYrOa1MpuQ1LCtiGf,3.32E+00,2.26E+00
5SYrDk0CmB5FeDQ69N3SNQ,3.14E+00,2.72E+00
12Io62qb6H72qqkL6XdJov,2.85E+00,3.63E+00
08X3kFPmD5xTUNqs8AQ1XN,3.33E+00,3.27E+00
3sa04MWD0FcOorbzuGfaTZ,2.62E+00,4.07E+00
0b4lnFjDakwXzicvpvVkFb,2.98E+00,3.76E+00
5VkGOJUdUHsx9FqNokl02n,1.24E+00,3.88E+00
3ENfJQnOXxZ68p0ttFevvF,2.75E+00,3.93E+00
6XetEf5eIV3fJJvYcooAd5,2.41E+00,4.02E+00
1nn2pR26WrmfIvDGvxYb0S,3.24E+00,3.09E+00
5QpOyRrkCQVIj15KlRumaH,3.24E+00,3.96E+00
3raofko7I6DqVrQVPmSn0o,1.59E+00,3.88E+00
2gPeSzFnE9lqBatt2gC7LM,2.75E+00,3.84E+00
1AHqmaQSYj05K1BsI3oxDL,3.19E+00,2.04E+00
2VpY3E5jkOEy1dqrUk8arY,2.71E+00,3.52E+00
0MsIK8U6xVNNqV763tfelW,2.22E+00,2.16E+00
2kvJR2zbrwlBSXgreYcI5V,2.76E+00,3.59E+00
259NZlIf0ZgOjFDNOM77m3,3.71E+00,3.21E+00
77OvsgsWRDeYMHUHgK73pr,2.62E+00,3.47E+00
0V1CjHlL3O0hpEgujU6e6S,2.17E+00,1.25E+00
6Y7H4iS3U4UVOmOM71M6Nm,2.98E+00,3.97E+00
1YJVM6rutWXjZyFqtieFxe,2.08E+00,3.92E+00
5KbyTMn0b4JhsfELSFP8EB,1.97E+00,4.06E+00
4pE4p572JJnz5gQDFLaTc4,2.91E+00,1.89E+00
6FtnAtNtKn1NTecDqXSPG4,2.77E+00,4.00E+00
1bNrPQJ4DNCRfG2w866PZv,1.91E+00,1.19E+00
5LM66oi6CULFckonHDfQjx,1.64E+00,7.42E-01
0sFdnCaRXE23T4VFpugnC4,2.14E+00,1.26E+00
5AebRfjaAZKzDuoGmCbAzy,3.50E+00,2.98E+00
0SWwMJZ1l83StLgLygtFjh,2.79E+00,3.24E+00
79Lq3hWxKqeyORjZQakRsf,2.44E+00,3.92E+00
3VH2u3AdHyOLf0OoqbSUFD,2.11E+00,3.85E+00
48P42ZMEgXbmw0IbGa0hl7,1.88E+00,2.74E+00
5osJjubDJPIbXdX80pbVCH,3.05E+00,2.60E+00
31WrZRjiB79lYWN08BqSzw,1.69E+00,4.18E+00
2ob8vfiQWufwM14s2VIhgH,3.89E+00,1.76E+00
1kn6QW9NAyLlKhauhwLAFs,2.61E+00,1.74E+00
07oIKUt64bhCcFdX1VaPPB,2.69E+00,2.31E+00
7weDcpO5udrfxVm8bjrziE,1.80E+00,3.89E+00
0zumRNo9pjOaW1yCJuBQcp,1.79E+00,2.52E+00
3LKc60JRd1PRG8KGuAeh4M,3.57E+00,2.83E+00
6vuNjRQreTL2w0U7aKLfm9,2.19E+00,4.20E+00
2vfX5PFOZNc5hOdWuDbjp4,2.88E+00,3.52E+00
7IaKBTr6zkZeXwrEDqPZ3d,2.75E+00,3.55E+00
6yG3ppxjoTjmZ3pPQYCMT4,1.91E+00,1.93E+00
3skJYDghMKg8CfrTjY7uaK,3.04E+00,3.47E+00
4uawk8R4sWdObV1ypxi8ZR,1.25E+00,4.65E+00
0H31m9oKH156nUme8QnXaM,3.08E+00,3.91E+00
0AwIBq27POYb5sTHiGeVbi,2.59E+00,3.73E+00
7IM3PA1ooxzdOeLafEQ9Tx,2.65E+00,2.11E+00
4MqyUSNvMeNfDRqv6ozFea,3.40E+00,3.46E+00
3E9snF5FY39uQk4n0D8eTk,2.84E+00,3.42E+00
0Vx1OQ0aIWJfBAk4iTPd1J,2.28E+00,2.85E+00
1JUiLgTzZBJj5JXXvgnYn1,3.32E+00,2.72E+00
7LnEipROotxGv55sXlm92V,2.88E+00,4.05E+00
4Z6hh1Ev1Mak2p0NXACbNV,2.41E+00,4.00E+00
4kZ0UrS6G1RZh8Er15pcIM,2.49E+00,3.55E+00
2j5UDgc8OwWXKgzuYG92ap,3.13E+00,3.57E+00
6FFfQ52R5MjDt2LQVoafUr,3.18E+00,4.05E+00
2Ok76Ja13YxxCCxCYefefD,2.76E+00,3.84E+00
0eN6eW2ZWGrdEcqTm5O9Eq,2.09E+00,3.09E+00
4UpsgSsn0tXXTUAKk9M2C6,2.89E+00,2.44E+00
39N9M2lR9V7KHiynBrQzff,3.06E+00,2.35E+00
33mPPtaU0lUwRq3dr27xws,2.67E+00,3.70E+00
30TpR7Mh2yqdzjATV1vyyl,2.81E+00,3.78E+00
3hukONAI4bak0dFfSpfQ0j,3.51E+00,1.91E+00
0EL89oFQaWOqOZ1PC4Hje7,2.97E+00,3.81E-01
6qAWnGLLUzF7j5i74oe5hH,3.57E+00,3.50E+00
0Y2HqgvrqHAVIcwx2FGnGo,2.02E+00,4.51E+00
7HnahRE4NMn9oXe1UJuXeY,1.49E+00,2.36E+00
72ANKUg9V55iTZinDu0mNN,1.79E+00,4.05E+00
7yUjVFImNSJSWa5lKXcGsK,2.99E+00,3.40E+00
3Qr4Zv4D3dvO5NEjPi9L45,2.88E+00,3.73E+00
1XqeFtYR8jiY52QS2maQ8A,3.21E+00,3.72E+00
5J9hEuKllol9ewOLeHZya0,2.18E+00,1.73E+00
39W1zIfgpXcQSmUb65sLpl,3.02E+00,3.36E+00
35YBKUmWYeGiGQCzuP8wRE,3.61E+00,3.36E+00
5cEdtvU18xzUSN2i7xZ2M0,1.19E+00,4.25E+00
3uhlcHw3D5fBs076mMhZa5,2.22E+00,4.08E+00
1Zvf4nQBInTBoRuCZM6I3s,3.21E+00,3.85E+00
68CpXZRPrr06Bh03Vwq3Ah,3.28E+00,3.07E+00
4NudwCLabuU8TNWIk5DXrr,3.02E+00,3.14E+00
6fTQeMYRIBOBI8ctZjIApL,1.34E+00,4.18E+00
1JamM90TXF0e5XQ3DGE1Mw,2.80E+00,2.72E+00
1tU3LYvzmUHd5OE4G6b4Gv,3.53E+00,3.42E+00
6NR3bcfVhOaNP6zmtXITiu,2.41E+00,3.66E+00
7nKYwFuoBHpnlbv6BaHEeI,3.06E+00,1.85E+00
0C1WyixNvR5KK1Uv5evyVA,2.62E+00,3.89E+00
7jBajpdmHcVql9zprds9qI,2.89E+00,4.01E+00
3NUWKgLokJHSNlXVw88dJ9,2.67E+00,3.44E+00
0X2OxGjw8KvFb95umSjyR9,2.00E+00,3.40E+00
021A5K8ZZSglJOGKcPcQeS,2.36E+00,2.94E+00
6sSDEFMeyf16WRDLRCXwTc,3.00E+00,3.73E+00
73Uhz6syMryW1zzsDxPlcg,3.17E+00,2.38E+00
4B6VA19xiZO53w3EtNknUj,2.15E+00,4.53E+00
4Q2UbOhGxHwoa3QuLHYQjh,3.38E+00,2.83E+00
79Q86T6oSCwy8SpfDJPX1m,2.57E+00,3.50E+00
4e8snroJBgHmDCuheZUjMP,3.56E+00,2.55E+00
3PT5qYXVwB16uBfMeJaPp2,3.40E+00,3.43E+00
1iz4KZBukpydLwJdmPsPHj,3.24E+00,3.80E+00
1GHFaOX3WPrrzlFMQHjTXB,3.25E+00,3.78E+00
0fTC4V2KOYQRc1KJAG1PJW,3.39E+00,2.74E+00
47pbvqdmB50BYDfStzN1Eh,2.67E+00,2.51E+00
05bIKDN4R26x4JwknoibFn,3.27E+00,3.58E+00
1iBXecIxZoMr2C3y2ukf2j,3.05E+00,3.20E+00
1OvBaqgnPlpEvsemXBSqWD,3.11E+00,3.80E+00
2WwyPO4fDQ5koAZUfLsf5P,2.63E+00,2.49E+00
5pO63A7XgcOMgabSLpJOMT,2.65E+00,2.78E+00
03C88yH7XJiRfNHcDLapCU,2.59E+00,3.86E+00
5IaDKYik4gh5BzmEVFd6jd,3.18E+00,3.31E+00
0sSp2GUe1z0EgxeMf6bypM,3.40E+00,3.51E+00
0Im8piS5MwtQAnpWVla5iw,2.57E+00,3.97E+00
5mRplxCtKbwouxTuXikuxE,2.85E+00,3.25E+00
4gmC6fbDNBBHGo3a18NFfo,2.60E+00,3.91E+00
6QaDh0R3t5XRfMofox9ygK,3.10E+00,3.35E+00
6fiwbdAIX2PULwJ9fAEfvD,3.21E+00,3.90E+00
